HGNC/MGI cnn_1 cnn_2 cnn_3 cnn_4 cnn_5 cnn_6 cnn_7 cnn_8 cnn_9 cnn_10 cnn_11 cnn_12 cnn_13 cnn_14 cnn_15 cnn_16 cnn_17 cnn_18 cnn_19 cnn_20 cnn_21 cnn_22 cnn_23 cnn_24 cnn_25 cnn_26 cnn_27 cnn_28 cnn_29 cnn_30 cnn_31 cnn_32 cnn_33 cnn_34 cnn_35 cnn_36 cnn_37 cnn_38 cnn_39 cnn_40 cnn_41 cnn_42 cnn_43 cnn_44 cnn_45 cnn_46 cnn_47 cnn_48 cnn_49 cnn_50 cnn_51 cnn_52 cnn_53 cnn_54 cnn_55 cnn_56 cnn_57 cnn_58 cnn_59 cnn_60 cnn_61 cnn_62 cnn_63 cnn_64 cnn_65 cnn_66 cnn_67 cnn_68 cnn_69 cnn_70 cnn_71 cnn_72 cnn_73 cnn_74 cnn_75 cnn_76 cnn_77 cnn_78 cnn_79 cnn_80 cnn_81 cnn_82 cnn_83 cnn_84 cnn_85 cnn_86 cnn_87 cnn_88 cnn_89 cnn_90 cnn_91 cnn_92 cnn_93 cnn_94 cnn_95 cnn_96 cnn_97 cnn_98 cnn_99 cnn_100 cnn_101 cnn_102 cnn_103 cnn_104 cnn_105 cnn_106 cnn_107 cnn_108 cnn_109 cnn_110 cnn_111 cnn_112 cnn_113 cnn_114 cnn_115 cnn_116 cnn_117 cnn_118 cnn_119 cnn_120 cnn_121 cnn_122 cnn_123 cnn_124 cnn_125 cnn_126 cnn_127 cnn_128 cnn_129 cnn_130 cnn_131 cnn_132 cnn_133 cnn_134 cnn_135 cnn_136 cnn_137 cnn_138 cnn_139 cnn_140 cnn_141 cnn_142 cnn_143 cnn_144 cnn_145 cnn_146 cnn_147 cnn_148 cnn_149 cnn_150 cnn_151 cnn_152 cnn_153 cnn_154 cnn_155 cnn_156 cnn_157 cnn_158 cnn_159 cnn_160 cnn_161 cnn_162 cnn_163 cnn_164 cnn_165 cnn_166 cnn_167 cnn_168 cnn_169 cnn_170 cnn_171 cnn_172 cnn_173 cnn_174 cnn_175 cnn_176 cnn_177 cnn_178 cnn_179 cnn_180 cnn_181 cnn_182 cnn_183 cnn_184 cnn_185 cnn_186 cnn_187 cnn_188 cnn_189 cnn_190 cnn_191 cnn_192 cnn_193 cnn_194 cnn_195 cnn_196 cnn_197 cnn_198 cnn_199 cnn_200 cnn_201 cnn_202 cnn_203 cnn_204 cnn_205 cnn_206 cnn_207 cnn_208 cnn_209 cnn_210 cnn_211 cnn_212 cnn_213 cnn_214 cnn_215 cnn_216
NTRK1 2.7336 4.2642 1.1937 1.7855 -0.2346 -0.457 1.2801 -0.6837 0.0068 -1.1798 0.4651 -0.1638 0.0571 -0.8889 2.5654 1.2254 -0.2472 2.4866 0.7382 1.4985 0.6898 0.8675 2.9416 1.5836 2.8925 1.8712 -0.0806 0.1436 -2.195 -0.881 -0.1733 0.883 2.545 -0.1649 -1.0175 0.8368 -1.4451 -4.6454 -0.3993 -2.901 -3.63 -2.1232 -2.5483 -0.6113 -2.659 1.8064 1.495 1.4906 1.2411 2.2956 2.38 0.6794 0.8629 2.2684 1.8867 1.5515 0.8278 3.8324 2.5134 1.2646 3.3251 2.2365 -0.3399 0.7083 -0.2183 -1.123 1.9502 1.9063 -0.765 -0.0128 2.1712 0.8834 0.6348 -0.4259 -0.4197 0.2781 1.294 1.0018 0.3679 0.6654 -1.1333 -1.0504 -2.6882 -1.7207 -0.1013 0.9821 0.146 1.2314 -1.367 -0.3629 -1.5774 -0.8437 -2.0825 0.8646 1.657 0.4715 -0.5431 -1.4322 0.1033 -1.1226 -2.4588 -2.2173 -0.7479 -1.0147 -1.1247 -0.3382 -2.4226 -1.659 2.0699 0.0062 -0.9377 3.8991 0.246 0.616 1.2843 1.986 0.6241 -0.3787 1.5483 0.4477 2.1856 1.5849 1.6419 1.6272 1.926 1.1469 -0.0419 0.5791 0.4224 3.3061 0.8487 0.1289 1.8692 0.9788 -0.3883 -0.1974 1.7356 0.7399 1.2885 2.4828 0.8903 0.0298 0.2261 0.069 -0.4393 0.5867 -1.2 -0.2104 5.0711 -2.0048 0.9477 2.0905 0.3302 -0.4506 -0.9507 -0.2636 0.7407 0.3328 -1.2078 -0.2576 0.2226 -1.1987 -0.2749 0.5662 0.8015 -0.0846 0.8704 -1.2889 1.5342 0.1163 -0.0903 2.2431 -0.6309 1.8135 2.1128 1.9018 0.5852 3.3275 2.3332 2.3888 -0.5254 0.5459 -0.7148 0.9447 1.4446 0.1007 2.2067 2.2768 0.5577 1.9757 0.464 -1.742 0.6769 0.3701 1.7684 -1.7457 -1.0883 2.4046 -1.8317 -0.6896 -0.6432 0.5591 -2.1384 -1.6621 -1.156 -1.7134 -1.4692 0.9171 -0.6172 0.0539 1.4213 -3.242 0.052 0.5291 0.0839 2.2902
PAK1 1.2541 0.3905 -1.4995 1.2015 -1.2428 0.7648 -1.0292 -2.6737 -2.1261 -2.7814 -0.4365 -2.6359 -1.6765 0.5974 -0.0175 2.263 2.6656 -1.5927 -2.4372 -1.284 -1.4717 -0.99 -0.106 0.9975 0.5476 0.7287 -1.0369 -0.78 -5.465 3.5395 -6.9172 -7.0431 -2.4411 -2.2585 -4.0796 -0.8513 6.689 0.9099 6.2231 0.3726 -3.0433 5.0443 -0.1765 -4.3103 2.5938 1.4681 -0.1746 2.7534 1.9204 -0.163 0.9483 -1.1705 -2.1591 0.5199 2.6723 1.9637 4.4401 6.9668 3.0582 5.6858 2.092 2.4238 3.0543 1.7936 1.8623 2.847 1.2213 6.6716 7.3866 1.3311 3.5826 -1.9378 -1.0178 -0.4946 -0.3155 -1.4698 1.7602 2.1105 -0.2808 0.4872 -0.9145 -2.7246 -1.725 -1.7559 1.4024 1.7445 2.2845 0.823 -0.7779 -0.3145 -2.9243 -3.5619 -7.6107 -0.6604 -1.8451 -4.23 -0.0383 -5.2305 -6.399 -0.6554 -1.3214 -1.7013 0.2641 1.4442 -0.4344 -0.3386 -1.0699 -1.5817 5.5868 2.671 2.6067 2.1734 0.4143 3.1897 2.4846 -1.5065 -0.7677 3.897 1.1467 -0.0737 1.2294 0.5985 -5.6151 0.1423 -1.9245 -4.3135 0.6661 1.3763 1.7464 0.8244 1.1161 -0.7062 -1.8251 0.2178 -1.1261 -2.6847 -2.4597 -3.3184 -0.5935 -0.461 -0.3835 -2.2423 1.3434 -1.0806 -5.1019 -0.5451 -3.6905 2.9837 9.9076 1.5015 0.4577 7.3319 1.6995 0.1965 1.4877 -1.8736 4.1316 3.8068 -0.3805 -0.3709 2.6896 0.1642 3.9857 2.2068 2.7657 4.7709 3.7305 0.4335 2.7278 3.0091 3.8729 2.8152 6.1233 1.6153 6.2321 14.3923 2.9166 5.7514 6.6233 2.9039 2.3476 3.386 1.3678 2.889 6.267 3.8228 2.4375 3.4916 1.8424 3.0244 3.1103 -1.4657 -0.8061 -1.8968 -1.8807 -0.1759 -1.5069 0.2129 4.9652 2.8365 -1.216 0.9329 -1.3607 -4.7987 -1.7328 -1.7354 2.2645 0.0814 -1.0298 0.1175 -1.1142 0.5027 0.2437 -0.3859 0.0661 -0.1871
PAK4 0.8186 3.2712 0.2825 1.1247 -0.2886 3.0962 1.0233 -2.7425 -0.2222 -2.3304 1.4372 0.8244 -2.6245 0.1344 -0.0244 2.004 1.9576 0.0774 -6.5576 -3.8334 -1.922 -3.968 -1.8539 0.5382 -0.4643 -1.4781 -0.6711 0.1872 -7.9277 3.857 -3.5336 -4.1613 0.6074 -2.3133 -6.0835 -0.0379 3.6609 -0.6516 2.3291 0.8557 -2.0055 6.9774 -3.2652 -7.0874 1.0907 2.5942 -2.3095 2.7137 6.8001 3.4777 3.4616 -0.6859 -2.2051 2.1664 3.0466 3.0984 5.9873 5.2419 3.6159 4.8263 3.2644 4.3674 3.7748 1.2141 0.7883 4.3288 4.364 5.8707 5.4343 5.2003 4.8213 -0.5068 -0.7917 -0.8367 -0.9294 -1.4299 1.04 1.8243 -2.2725 0.5985 -0.1662 -3.1231 -3.1726 -4.2833 -0.1157 3.8649 3.373 1.2815 -2.0878 -1.0749 -2.7511 -3.5514 -6.1755 -0.481 0.6126 -3.9651 1.894 -2.5704 -4.7479 1.5827 -0.238 -2.9566 1.3296 2.2667 -1.5517 1.9832 -0.0292 -1.343 1.021 1.9198 -0.6359 4.8082 2.297 3.563 0.9952 -3.716 -2.9283 0.7876 -0.6617 -2.2904 4.0994 -1.3791 -4.6891 -1.0597 -2.3251 -2.5085 -0.7631 0.8593 0.6647 1.6404 2.4637 0.8345 -3.2075 -0.5963 -3.2203 -1.1893 -3.6988 -4.2165 -0.4337 -0.8781 -3.6384 -1.0691 2.8635 -1.0303 -3.0354 -3.2437 -3.0178 4.1698 6.6057 -2.3707 -0.4601 9.1311 1.0503 0.7854 0.0733 -1.9922 1.9599 3.1776 -3.9578 0.1785 8.4732 2.8973 2.3456 -0.1155 2.3088 3.6193 4.9902 3.461 2.5297 3.346 5.4264 -1.1508 0.2391 -2.0593 2.8416 8.532 0.7887 3.8014 3.9369 2.0747 1.8381 2.5169 0.4575 2.7199 5.9801 3.045 3.6217 7.4711 2.9547 2.8734 3.1856 -0.693 -2.3603 -5.8425 -7.2619 0.3336 -3.551 1.0072 3.1907 3.6071 -2.0353 0.0165 -3.14 -4.6504 -2.8889 -2.698 2.1043 -2.8848 -1.6266 0.4824 -0.724 -1.6798 -1.1074 -1.8932 -1.6384 -1.6346
PDPK1 3.3618 6.1765 2.4229 2.7687 9.2197 3.5474 -0.8353 5.0416 -0.9167 0.0002 5.8427 4.3809 0.5103 7.6884 3.2605 0.7232 3.7881 2.7496 -1.5579 1.5076 1.4886 -0.4364 1.6532 0.9136 1.1383 1.3857 1.9522 -4.5184 -0.0947 -1.8391 -3.6713 -3.022 -3.4599 -4.1616 -3.7966 -2.8649 -1.6005 -4.9809 -6.904 -5.4367 -7.663 -7.3556 -7.2321 -2.0304 -9.4725 -1.7099 -5.0694 -4.0231 -4.2208 -4.7494 -6.0651 -3.3256 0.0321 -5.0212 0.7951 -4.467 -1.93 0.9814 -3.8621 -2.8991 2.9984 -2.8603 -1.3716 0.4576 -5.15 -0.5806 1.3449 -6.5745 -3.4188 0.864 -7.3421 -8.3774 -2.3967 -4.3969 -2.4828 -2.0389 -5.0231 -2.7829 -2.9931 -5.6893 -6.7893 3.4954 3.3471 3.0303 4.8432 2.2309 1.4352 -0.7832 1.0202 1.715 0.6895 2.7282 2.9655 6.225 5.7091 2.6283 -0.0354 -0.1251 1.2259 1.399 3.2424 1.5444 2.4921 5.4906 4.0233 0.3208 1.5745 2.7351 -2.8001 -2.7192 -0.895 -0.3116 -3.6256 2.5582 -2.9691 -2.5583 1.891 -6.3223 -4.3444 -2.4499 -7.3291 -2.9566 -2.107 -6.3647 -0.0225 -0.1509 -1.6491 0.5246 0.3582 -2.0082 1.0987 1.2962 -1.0495 2.6879 0.6947 -2.3389 -2.4449 0.1025 -4.1422 -0.9568 -1.5527 -1.9144 -2.106 0.8675 3.3412 0.4759 0.3086 1.9502 5.8095 1.7862 -2.001 5.2923 2.1915 3.8828 1.7676 0.448 1.8864 5.5492 3.0323 1.8367 5.4216 5.8223 0.4653 0.3045 -3.9896 -1.4261 0.2333 0.8862 -4.4743 -3.7015 -2.5117 -3.8618 -5.4899 -5.3102 -1.0096 -3.8901 -4.4372 -3.9425 -6.3037 -3.5236 -0.5735 -1.1766 -0.9248 -0.3498 -2.9227 -4.1677 -1.7877 -3.5881 -3.3577 -4.2577 -4.5604 -6.777 -6.3448 -2.9628 -1.8121 -6.8087 -3.7183 -3.3018 -3.8394 -1.2399 -3.9519 -4.6182 -3.182 -3.9259 -8.5013 -1.1272 -5.2759 -2.415 0.2799 -0.8042 -2.167 -1.6985 -3.0398 -4.6973 -2.6046 -4.79
PIK3CA 0.4408 -0.3811 0.966 1.9172 0.1266 0.8078 -0.2101 0.487 -1.3502 1.4751 0.9217 -0.2387 1.7599 0.4619 0.1847 -0.0788 -1.4146 -3.0065 0.9696 2.7384 3.4725 3.6734 2.96 5.5168 2.6353 2.6782 3.2175 1.8481 1.3583 2.0554 1.0285 -0.3529 -1.639 0.648 -0.1485 -0.3582 0.7809 2.315 3.3334 -3.1398 -3.5308 -4.9243 -2.338 -4.8637 -4.88 3.133 2.3589 2.1255 -0.4997 1.4227 1.6119 -1.8752 1.2943 1.0599 -0.6884 1.8669 -0.7325 0.575 2.7875 -1.4965 -0.5509 -1.2297 -1.6535 0.2756 -2.6769 -2.4769 -1.7645 -4.7689 -6.4958 -1.439 -2.9278 -6.4889 -0.0289 -0.1382 1.7913 -2.1662 -2.0172 -1.8875 -1.5301 -3.5049 -4.047 -1.4312 0.1166 -0.7722 -0.5989 -2.3554 -0.0669 -2.9831 -2.9827 -1.3649 1.0056 -0.447 -3.2335 1.6344 -0.2204 -1.7313 -1.204 -1.0124 -0.8087 0.7104 -2.9852 0.3099 -0.7506 -4.0743 -0.8351 -0.2004 -2.4357 -1.9443 1.4471 -1.6763 1.2567 -1.4466 -3.3948 1.3179 -2.0576 -1.5183 0.5091 -0.6972 -2.6475 0.7363 -1.1293 0.3641 2.4694 -1.6591 0.2859 -0.9564 0.0492 -2.8502 0.4794 -1.333 -2.9264 -1.0378 -1.4685 -2.0914 -0.9886 -0.8977 0.0376 -2.0672 1.0269 2.664 0.5594 2.2218 2.9171 3.3481 -0.4803 2.0264 0.7419 0.9528 4.1116 1.3851 0.4098 1.2359 2.272 -0.0409 3.2077 1.0237 2.3089 7.5196 6.5993 2.9875 4.5964 6.6311 -1.4786 -1.3188 1.1546 0.0562 -1.6193 -0.6021 0.8054 0.7091 1.2854 -2.3136 -2.7611 -2.5746 -4.8535 -4.3084 -2.9088 -3.1805 -2.8959 -1.8996 -1.9432 -4.9233 -5.767 -0.0076 -0.8733 -4.6979 -0.5071 -1.0191 -1.6545 -3.8015 -3.0111 -1.8825 -2.3184 -2.3048 -0.3308 -2.8438 -1.2165 -0.5403 -2.4715 -5.1188 -2.0991 -6.7863 -3.9936 -1.2815 -3.3372 -2.5405 -1.0184 -1.9001 -3.339 -2.5645 -3.9338 -5.9338 -3.0556 -2.9654 -1.8064 0.698
PIK3CG -0.6952 0.913 1.0102 2.6198 0.0907 1.0738 0.1351 1.0627 0.5064 0.8271 2.8924 4.3248 -1.7099 -1.1934 0.4007 -1.0817 1.2819 0.8738 2.0464 6.3807 5.269 2.4766 2.9182 1.818 2.6793 5.2487 3.7731 2.0329 3.4319 2.0567 -0.5715 0.0161 -0.6392 0.4214 0.5579 0.4811 2.1849 4.1049 1.8718 -1.9751 -0.6948 -3.0803 -0.1791 -0.9622 -2.5546 2.4184 3.8897 3.4396 0.3753 0.976 3.2221 0.2328 1.3175 0.873 -0.1732 1.042 0.1152 0.2047 1.0228 -3.9181 0.2161 -0.2889 -1.6651 -1.2597 -2.4893 -2.2164 -1.7346 0.1951 -5.0026 0.3417 -3.2145 -4.5095 1.3483 1.0274 2.3955 -1.4142 -1.6523 -4.8296 -0.1727 -0.7821 -2.8246 0.621 0.4921 0.4284 -2.3864 -3.3839 -1.7448 -0.7167 -1.5174 -0.0899 3.1305 1.3911 0.8666 -0.9314 -0.3541 -1.4965 -0.3377 0.3757 0.9742 -0.011 -0.5697 -0.7467 -0.7676 -4.2336 -3.5044 -1.0626 -1.6554 -0.7867 3.2741 -1.1969 0.1596 -1.3737 -3.4488 0.9402 -0.1116 -0.4692 0.8423 4.8204 -0.1149 2.7441 1.5073 0.4267 1.2858 -0.3417 1.4124 2.6605 1.7091 -0.8035 -1.2368 -3.383 -2.0744 -2.0324 0.9277 0.0159 -0.2325 -0.7832 -1.9619 -0.6983 3.5102 4.4231 3.7962 -0.2963 1.3336 2.3396 -0.3189 -1.4471 -2.5675 -0.1449 -0.1148 0.522 0.87 -0.8246 1.8591 -0.0421 1.3087 0.9661 0.1555 4.8839 2.5172 1.7067 1.952 2.5624 -1.1565 -0.7919 -2.1124 0.0696 0.4763 0.9096 0.261 0.0955 0.0305 -1.2442 -1.1223 0.1128 -2.2135 -0.7522 0.1259 -1.4953 -0.7153 1.4637 -2.3598 -3.7003 -2.4606 -1.6695 -4.0299 -4.7336 -1.6619 -0.8316 0.508 -1.6388 -2.9892 -1.0056 -3.9815 -3.0227 0.2904 -1.4181 -0.3762 0.0097 -4.3818 -5.7292 -2.594 -6.505 -7.8782 -4.0111 -1.308 -2.9366 -1.9077 -0.5776 -6.9799 -5.6803 -3.5568 -5.154 -2.9844 -2.0234 -5.5011 -1.6916
PIM1 1.9925 3.6705 3.4162 1.2535 5.4377 3.4664 -0.5836 2.4293 0.6837 2.9005 6.0031 3.9937 2.3723 5.5569 4.5749 2.0343 3.5353 3.1894 1.0539 2.1091 2.5153 0.9296 0.2535 0.424 0.9216 1.0793 2.45 -2.6855 -0.2254 0.4857 -1.3371 -1.1226 0.4797 -1.736 -1.094 -1.1155 -2.1876 -2.5399 -1.0863 -0.6578 -1.5164 -1.7613 -2.1373 -0.272 -0.8464 -0.9178 -2.1638 -1.6528 -0.3082 -1.5135 -1.4178 -0.8224 0.7244 -3.3493 -1.3651 -1.1813 -3.216 0.006 -0.9315 -3.2313 0.222 -1.463 -1.3367 -0.0901 -0.6221 -3.181 0.9376 -1.3678 -2.756 2.049 -0.2814 -1.1829 -1.1602 -2.8347 -2.5952 0.9142 0.295 -2.0019 1.3336 0.2909 -2.7212 0.1884 1.9418 0.7298 0.0073 1.8469 1.4569 -1.2666 1.7297 1.7407 0.7963 1.7458 0.3844 0.2324 -0.4899 -0.1916 -1.3018 0.2112 1.0886 0.6653 2.0119 1.7154 -0.0463 1.7547 0.2105 -0.6484 1.3269 2.3845 0.5507 -0.2948 -0.7322 1.5937 -1.1167 -1.011 0.5074 1.1421 1.8264 1.1746 1.2275 0.8338 1.3922 1.0571 -0.9227 0.4086 0.1682 0.5102 0.068 0.0636 1.2628 -0.7305 -0.8276 0.2799 0.7987 1.476 1.079 -0.0598 -0.6075 1.4537 -0.4562 0.3523 1.5958 1.1341 1.6058 1.0296 -0.5228 0.0378 0.6038 1.6217 2.6246 1.3088 0.3946 0.4333 -1.2865 2.105 0.974 -0.2419 1.2372 0.9404 -0.9684 1.1909 0.9474 -1.0134 -0.3189 -0.1742 -1.8677 0.1912 0.9197 1.0748 -0.2103 -0.1671 0.5188 -0.2976 -0.5001 -0.6386 0.4287 1.6166 1.9674 0.5864 0.4792 1.6987 -0.0052 -0.5176 0.6295 1.7915 1.6851 1.2144 1.4936 0.6294 1.1414 0.1247 -1.9815 -3.0323 1.3544 -1.9051 -1.6114 0.6284 0.9483 -1.1183 0.4637 -2.4838 -1.5625 1.395 -4.1622 -2.1615 -2.2286 -1.7996 -2.6116 -0.338 -1.3492 -0.4039 0.1617 -3.4592 -0.9955 -1.1816 -1.192 -2.1337
PRKACA 3.3969 4.3127 1.4253 3.6737 5.0354 3.4127 3.4029 0.7346 1.9608 2.3885 5.3363 3.1258 2.9602 5.4828 3.627 4.8054 3.1354 3.2583 0.0463 1.1848 -0.2017 0.2501 0.6662 0.5762 3.8335 3.7368 3.2137 -0.6289 -3.1187 0.0433 -1.8383 -5.3137 -3.3294 -2.1954 -3.0157 -2.1352 0.6907 -2.0241 -3.3086 -4.4813 -7.4368 -7.7852 -4.1204 -3.3337 -3.3594 -1.7025 -3.7139 -3.3571 -3.189 -6.0336 -6.2877 -0.3522 0.9728 1.3937 -1.4587 -3.566 -3.3497 -3.5372 -5.1149 -3.7461 -1.471 -4.025 -1.8559 -2.4657 -3.527 0.0751 -4.2895 -7.8381 -4.2152 -1.1627 -6.6999 -8.5999 -2.3533 -3.163 -2.3189 -5.5384 -6.0251 -2.168 -4.1832 -5.1989 -4.9215 1.518 1.5602 -1.0474 1.0766 1.4155 -0.9951 -4.4826 -4.2212 -1.6109 1.41 2.2473 2.1365 4.8176 5.1013 3.4122 -1.9705 -3.6803 -0.8611 1.82 0.9844 1.4898 1.8916 3.3612 4.716 -1.503 -2.3165 1.2694 -0.6596 2.0743 0.4251 -0.5436 3.6312 4.67 0.7554 3.7329 4.0177 -0.7286 -0.4836 0.362 -0.9837 1.0651 3.0619 0.8628 4.8861 4.33 0.6542 0.9347 1.4922 2.5572 2.8219 4.5027 2.3384 4.3435 3.7962 -0.3357 0.9921 -1.3912 3.2317 5.3346 -0.3475 1.3336 5.926 2.2906 3.1925 0.7007 1.7661 6.4973 8.7922 5.9494 1.2439 7.7215 7.3506 2.3519 2.5547 1.9024 3.575 7.5523 5.4962 2.1454 7.7367 8.5158 0.8316 -0.5428 0.2568 -1.1627 -1.7506 -0.5184 -3.2009 -4.2601 -0.8036 -2.1914 -3.4204 -3.508 -2.1267 -7.0036 -8.3676 -5.2268 -5.9615 -5.4705 0.9283 -0.5584 -1.1081 -1.822 -2.7951 -4.9201 -2.703 -2.6962 -3.7673 0.8842 -1.2422 0.0918 -1.1009 -0.9254 -0.1578 -4.9676 -3.8198 -1.8006 1.4953 1.2011 -0.3686 -0.982 0.0743 -1.5831 -5.4203 -0.1758 0.1263 -1.8546 -1.0654 -1.0819 -4.2337 -2.6741 -4.2195 -5.2978 -3.0275 -2.3947
PTK2 0.6278 1.6645 2.5051 1.3189 3.5439 4.1591 1.0753 1.5194 1.3176 3.2336 1.1513 0.7587 1.2737 2.4215 1.2228 3.2437 0.8858 0.6887 1.3442 0.786 0.3947 0.6209 -0.0234 1.1387 1.3558 -1.2612 -0.2204 -0.4057 0.6175 1.603 -0.7006 0.6371 0.9443 -0.3351 0.2945 0.0421 -0.4888 -0.0343 -0.4969 -2.0562 -0.7777 -2.3046 0.2089 0.7638 1.4853 -0.6061 0.7291 -0.0638 -1.2696 -0.8182 -3.7983 0.7983 3.4471 0.1434 -1.0807 -2.6075 -2.8529 -0.2838 0.0506 -1.5649 -0.0843 -1.5753 -2.0359 1.0824 -1.6938 -2.9672 2.082 -2.068 -1.328 0.712 -1.9066 -2.7202 -0.3667 0.2898 0.0683 -0.7253 -0.2943 0.5214 -0.8618 -3.1792 -1.0962 1.1198 1.2629 -0.176 1.0222 0.1288 -3.2686 -1.8972 -0.4945 -0.3415 0.5469 0.1487 -0.2654 1.1485 1.465 -0.1038 -4.1583 -4.5606 -3.2445 0.4938 -0.9222 0.304 2.52 2.13 2.4823 -2.7172 -2.134 -0.1234 -0.1259 -1.269 -1.3676 -2.0419 -1.0286 0.4884 1.3129 3.7987 2.3225 -2.0658 -4.5307 -2.6249 -4.6309 -3.8538 -1.3657 -0.693 -0.5218 -0.0731 -2.6778 -2.8869 -1.6276 -2.806 -3.6483 -0.694 0.0881 0.7956 2.645 0.5219 2.9465 0.8483 0.3763 0.9154 0.0159 -1.4173 2.2135 0.0699 0.9245 3.1478 3.0157 2.2114 2.8181 4.186 -0.791 2.9276 4.2601 2.683 2.7352 1.4682 2.2117 4.3846 2.7004 -0.9742 -0.0598 1.3029 -0.1062 -1.229 0.7095 -1.8019 -2.7637 1.0519 0.3675 0.8118 2.6289 -0.9172 -1.0874 -1.4828 -2.8524 -2.7006 -1.7619 -1.0387 0.5799 0.3427 0.0043 -1.3542 0.8655 -0.7593 -1.6663 -0.126 -1.0444 -1.2958 0.9332 -0.8777 -1.1464 -0.4624 1.1043 0.3218 1.073 -0.4276 -1.6039 -1.6019 1.7299 -3.1286 1.0233 2.6804 -0.6313 0.6372 -2.0223 -1.3411 -0.5515 0.8648 0.0701 0.7495 0.9505 -0.2646 0.4866 -0.7783 -0.3042 -0.2999
RET 2.1044 4.276 1.0417 4.0762 2.238 1.2454 1.727 -0.2832 -0.874 0.6748 4.2788 2.9932 0.5272 -0.1858 2.1374 2.9599 0.6534 5.1526 0.2927 0.6022 1.4632 -0.3164 -0.6055 1.0768 1.7575 1.5902 3.2839 -0.7414 -2.1209 0.3503 2.0398 2.0379 3.4255 0.7261 0.5652 3.7352 -1.215 -3.1563 -0.6342 -0.3794 -4.8579 0.3806 -0.6025 2.1825 -0.7685 0.1508 -0.8937 -0.7149 0.4307 -0.8021 0.4971 -0.8892 -0.6167 -0.5135 2.4152 1.6914 1.2624 3.1882 5.1414 4.5271 5.4935 4.6903 2.8639 3.0237 2.6501 2.1308 5.936 6.1005 2.7095 4.9617 6.1194 2.0082 0.6342 0.7844 -0.1232 3.1 3.2948 3.3475 2.8048 2.6597 1.1278 -0.128 -0.1785 -0.0733 0.4948 1.442 0.7716 0.029 0.3317 0.1602 -1.2465 -0.8731 -1.9356 1.9814 1.497 -4.2138 -0.0642 -1.553 0.616 0.1442 -0.4936 -0.9294 1.5855 -0.119 -2.034 0.837 -1.8834 -0.7298 -0.773 0.2794 -0.9704 3.865 1.0362 1.4261 2.4644 2.2508 1.5447 -2.4685 0.8212 -1.1256 1.6944 2.5903 -0.2635 3.9121 5.9777 5.5738 -0.3238 1.0875 2.0262 3.7932 1.9024 2.2874 3.7686 3.4177 2.9954 0.1245 2.4991 1.9686 0.6439 3.614 1.9464 0.2111 2.2223 2.6757 3.5511 1.6205 0.6703 0.8791 6.6641 1.2201 -0.5769 3.1229 -0.3379 2.1791 0.8347 0.6635 0.8547 3.6023 0.2014 0.066 2.5254 1.9898 -0.4934 1.3465 -1.9162 -0.9852 1.6886 1.9928 0.8383 1.6587 0.2048 0.4437 0.8477 1.2939 1.9127 2.769 2.8167 -0.7953 0.3214 1.5155 -0.0414 1.635 0.8372 1.1353 3.4002 0.7066 1.1625 2.9633 2.1176 1.6211 2.1758 -0.8435 1.5413 1.6196 1.1153 -1.7709 -1.1377 0.0996 0.5851 5.6854 2.1648 1.842 0.552 1.3069 -2.3662 -0.4724 -1.3198 0.5572 2.1314 1.6069 2.9125 0.2595 -0.0986 0.3937 -0.4409 0.255
